2025-06-03 14:59:29,usuario123,Acesso Permitido
2025-06-03 15:00:02,invasor999,Acesso Negado
2025-06-03 15:04:38,usuario123,Acesso Permitido
2025-06-03 15:21:25,usuario123,Acesso Permitido
2025-06-03 15:21:36,invasor999,Acesso Negado
